,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
Intercept,2.729729729729728,0.19535012476239896,13.973524373479934,6.163683391840759e-28,2.343361221132457,3.116098238326999
Version[T.Static],0.526084223758644,0.26645535860561415,1.974380348406923,0.050394727956772155,-0.0009180478673325165,1.0530864953846206
Gender[T.male],0.04804804804804852,0.27817869960303043,0.1727236776813414,0.8631292457217999,-0.5021409493732566,0.5982370454693536
Version[T.Static]:Gender[T.male],-0.8038620015364197,0.4176136591943241,-1.9248939392625721,0.056361744894851226,-1.6298290536128424,0.02210505054000289
